word,word_root,polarity
정성이나 성의가,정성 성의,1
정신 분열병,정신 분열병,-2
정신 분열병과,정신 분열병,-1
정신 질환,정신 질환,-2
정신병,정신병,-2
정신병 환자,정신병 환자,-1
정신없다,정신없,-1
정신없이,정신없이,-1
정신을 못 차리고,정신 못 차리,-2
정신을 어지럽게,정신 어지럽,-1
정신을 잃고,정신 잃,-2
정신을 잃는,정신 잃,-1
정신을 잃는다,정신 잃,-2
정신을 잃을,정신 잃,-1
정신을 차리지 못하고,정신 차리 못하,-2
정신의 이상이나,정신 이상,-1
정신이 까무러질,정신 까무러지,-1
정신이 나가거나,정신 나가,-1
정신이 나간 것처럼,정신 나간 것,-1
정신이 멀쩡하다,정신 멀쩡,1
정신이 멍하고,정신 멍,-1
정신이 아득하고,정신 아득,-1
정신이 아찔하여,정신 아찔,-1
정신이 어리벙벙하여,정신 어리벙벙하,-1
정신이 어지럽게,정신 어지럽,-1
정신이 어지럽다,정신 어지럽,-1
정신이 어지럽도록,정신 어지럽,-1
정신이 얼떨떨하여,정신 얼떨떨,-1
정신이 없고,정신 없,-1
정신이 혼미해지고,정신 혼미,-1
정신이 흐려서,정신 흐리,-1
정신이 흐려져,정신 흐리,-1
정신이 흐려지고,정신 흐리,-1
정신이 흐려진다,정신 흐리,-1
정신이 흐리고,정신 흐리,-1
정신이 흐릿하여,정신 흐릿,-1
정신적 고통이,정신적 고통,-2
정신적으로 보탬이,정신적 보탬,1
정신적으로 편안하고,정신적 편안,1
정신질환,정신,-2
정연하게,정연,1
정열,정열,1
정을 끊고,정 끊,-1
정을 통하다,정 통하,1
정의롭다,정의,1
정의를,정의,1
정의를 위한,정의 위,1
정이 깊게,정 깊,1
정이 넘칠,정 넘치,1
정이 두텁고,정 두텁,2
정이 두텁다,정 두텁,2
정이 들어,정 듣,1
정이 많게,정 많,1
정이 맺어지다,정 맺어지,1
정이 맺어짐,정 맺어,1
정이 버성기어,정 버성기,-1
정이 없고,정 없,-1
정이 없이,정 없이,-1
정정당당하다,정정당당,2
정정당당한,정,2
정정당당한 태도로,정 태도,2
정조가 굳고,정조 굳,2
정조를 빼앗겨,정조 빼앗기,-1
정조를 지키지 아니하다,정조 지키 아니하,-1
정중하게,정중,1
정중하다,정중,2
정중한,정중,1
정중한 부탁이나,정중 부탁,1
정중히,정중히,1
정직하지 못한,정직 못하,-1
정처 없이,정처 없이,-1
정치를 잘하다,정치 잘하,1
정하다,정하,1
정함이 없이,정하 없이,-1
정해지지 못하고,정해지 못하,-1
정확하게,정확,1
정확하고,정확,1
정확한,정확,1
제 마음대로,제 마음대로,-1
제 분수를 잊어버리고,제 분수 잊어버리,-1
제격에 맞지 않고,제격 맞 않,-1
제대로,제대로,1
제대로 되지 않아,제대로 되 않,-2
제대로 이루어지다,제대로 이루어지,1
제대로 하지 못하고,제대로 하 못하,-2
제대로 하지 아니하는,제대로 하 아니하,-2
제대로 하지 아니하다,제대로 하 아니하,-1
제때에,제때,1
제때에 내리는,제때 내리,1
제맛이 나지 아니하고,제맛 나지 아니하,-1
제맛이 나지 않고,제맛 나지 않,-1
제멋대로,제멋대로,-1
제멋대로 날아가다,제멋대로 날아가,-1
제멋대로 내버려지다,제멋대로 내버리,-1
제멋대로 움직이거나,제멋대로 움직이,-1
제법 예쁜,제법 예쁘,2
제일 잘하다,제일 잘하,2
제정신을 잃고,제정신 잃,-1
제정신을 차리지 못하게,제정신 차리 못하,-1
제쳐 놓고,제치 놓,-1
제한되거나,제한,-1
제한적,제한,-2
제한적인,제한,-2
제힘에 겨운,제힘 겹,-1
제힘에 겨운 일에,제힘 겹 일,-1
져서,지,-1
조건에 맞아,조건 맞,1
조건에 어울리게,조건 어울리,1
조건을 개선하고,조건 개선,1
조걸위악하다,조걸위악하,-2
조금 거만스럽게,조금 거만,-1
조금 거북하다,조금 거북,-2
조금 거추장스러워서,조금 그,-2
조금 거추장스럽게,조금 거추장스럽,-2
조금 괴롭게,조금 괴롭,-2
조금 굼뜨고,조금 굼뜨,-1
조금 까다롭게,조금 까다롭,-1
조금 까불며,조금 까불,-1
조금 깨끗하고,조금 깨끗하,1
조금 나빠진,조금 나빠지,-2
조금 다침,조금 다치,-1
조금 답답할,조금 답답,-1
조금 되바라지게,조금 되바라지,-1
조금 떠들썩하게,조금 떠들썩,-1
조금 머뭇거리거나,조금 머뭇거리,-1
조금 머뭇머뭇하거나,조금 머뭇머뭇,-1
조금 멋없게,조금 멋없,-2
조금 멋없이,조금 멋,-2
조금 모자란,조금 모자라,-1
조금 못마땅하게,조금 못마땅,-2
조금 밉살스럽고,조금 밉살스럽,-2
조금 방해가,조금 방해,-2
조금 비뚤어져,조금 비뚤어지,-1
조금 설레는,조금 설레,1
조금 성가실,조금 성가,-2
조금 소란스럽게,조금 소란,-1
조금 수선스럽게,조금 수선,-1
조금 수선스럽다,조금 수선,-1
조금 시들하다,조금 시들,-1
조금 시원스럽게,조금 시원,1
조금 싫증이,조금 싫증,-2
조금 쓴,조금 쓰,-1
조금 아둔하고,조금 아둔,-1
조금 안타깝게,조금 안타깝,-1
조금 암상스럽게,조금 암상,-2
조금 약빠르고,조금 약,-1
조금 어지러운,조금 어지럽,-1
조금 어지럽게,조금 어지럽,-1
조금 언짢거나,조금 언짢,-2
조금 언짢고,조금 언짢,-2
조금 염치없이,조금 염치,-1
조금 요란하게,조금 요란,-1
조금 우그러져,조금 우그러지,-1
조금 우악스럽게,조금 우악,-1
조금 우직하고,조금 우직,-1
조금 위태롭게,조금 위태,-1
조금 자린,조금 자리,-1
조금 짖궂은,조금 짖궂,-1
조금 천박하게,조금 천박,-1
조금 치사하고,조금 치사,-1
조금 타분하다,조금 타,-1
조금 투덜거리는,조금 투덜거리,-1
조금 투덜거리다,조금 투덜거리,-1
조금 틀어진,조금 틀어지,-1
조금 푸근하게,조금 푸근,1
조금 훤하게,조금 훤하,1
조금 희미해져서,조금 희미,-1
조금 힘없이,조금 힘없이,-1
조금만 앓아도,조금 앓,-1
조금씩 쓰리며,조금씩 쓰리,-1
조급하게,조급,-1
조급하게 구는,조급 굴,-1
조급하게 볶아치는,조급 볶아치,-1
조급하게 볶아치다,조급 볶아치,-1
조급하여,조급,-1
조급한,조급,-1
조급한 마음으로,조급 마음,-1
조급해지고,조급,-1
조롱하거나,조롱,-1
조롱하다,조롱,-1
조롱할 때,조롱 때,-2
조르거나,조르,-1
조르는,조르,-1
조르는 데가,조르 데,-1
조르는 모양,조르 모양,-1
조리 없는,조리 없,-2
조리 없이,조리 없이,-2
조리 있게,조리 있,1
조리가 있고,조리 있,1
조리에 맞지 아니하는,조리 맞 아니하,-2
조마조마하게,조마조마하,-1
조마조마하게 지내다,조마조마하 지내,-1
조마조마하다,조마조마,-1
조마조마하여,조마조마,-1
조마조마한,조마조마하,-1
조마조마한 느낌,조마조마하 느낌,-1
조마조마한 모양,조마조마하 모양,-1
조마조마함,조마조마,-1
조바심,조바심,-1
조바심이,조바심,-1
조바심이 나거나,조바심 나,-1
조바심이 나다,조바심 나,-1
조바심이 나서,조바심 나서,-1
조바심하며,조바심,-1
조바심하며 자는,조바심 자,-1
조바심하며 자다,조바심 자,-1
조상을 욕되게,조상 욕,-2
조심성 없이,조심성 없이,-1
조심성이 없고,조심성 없,-1
조심스러움,조심,1
조심스럽게,조심,1
조심스럽지 못하고,조심 못하,-1
조심스럽지 아니하고,조심 아니하,-1
조심스럽지 않은,조심 않,-1
조심하다,조심,-1
조심함,조심,-1
조여들다,조여들,-1
조용하며 찬찬하다,조용 찬찬,1
조용하며 찬찬한,조용 찬찬,1
조용한 느낌이,조용 느낌,1
조용히 우는,조용히 울,-1
조잡하다,조잡,-1
조잡한,조잡,-1
조직의 괴사가,조직 괴사,-1
조직이 썩는,조직 썩,-1
조직이나 기구 따위가 무너지거나 흔들리지 아니하는 상태로,조직 기구 따위 무너지 흔들리 아니하 상태,1
조촐하지 못하여,조촐 못하,-2
조화,조화,2
조화되어,조화,2
조화된,조화,2
조화된 자세를,조화 자세,2
조화로운,조화,2
조화로움,조화,2
조화롭고,조화,2
조화롭고 포괄적인,조화 포괄적,2
조화롭다,조화,2
조화를,조화,2
조화를 이루다,조화 이루,2
조화를 이루도록,조화 이루,2
조화시키고,조화,2
조화시키고 창조하는,조화 창조,2
족치는,족치,-2
족치는 일,족치 일,-2
존경,존경,1
존경받는,존경,2
존경받는 벗,존경 벗,2
존경받다,존경,2
존경스럽거나,존경,2
존경스럽거나 사랑스러운,존경 사랑,2
존경의,존경,2
존경의 뜻을,존경 뜻,2
존경하는,존경,2
존경하는 마음으로,존경 마음,2
존경하는 사람,존경 사람,2
존경하다,존경,1
존경할 만한,존경 만하,2
존귀하고,존귀,2
존귀한,존귀,2
존귀한 사람이라는,존귀 사람,2
존귀한 성과,존귀 성과,2
존대를,존대,2
존망,존망,-1
존멸,존멸,-1
존멸하다,존멸하,-1
존못,존,-2
존속하다,존속,0
존예,졸,2
존잘,존,2
존중,존중,1
존중하다,존중,1
존중할 만하다,존중 만하,2
졸도,졸도,-2
졸아들고,졸아들,-1
졸이는 마음,졸이 마음,-1
졸임,졸이,-1
좀 거친,좀 거치,-1
좀 고까워하는,좀 고까워하,-2
좀 괴이쩍게,좀 괴이쩍,-1
좀 답답하거나,좀 답답,-1
좀 뚝뚝하고,좀 뚝뚝,-1
좀 막히는,좀 막히,-1
좀 막히다,좀 막히,-1
좀 보드랍고,좀 보드랍,1
좀 볼품없이,좀 볼품없이,-2
좀 부드럽고,좀 부드럽,1
좀 불평스럽게,좀 불평,-2
좀 성기게,좀 성기,-1
좀 안타깝거나,좀 안타깝,-1
좀 어색하고,좀 어색,-1
좀 천박하게,좀 천박,-2
좀 천하다,좀 천하,-2
좀도둑,좀도둑,-1
좀스러워,좀스럽,-2
좀스럽게,좀스럽,-2
좀스럽게 계속,좀스럽 계속,-2
좀스럽게 구는,좀스럽 굴,-2
좀스럽게 굴다,좀스럽 굴,-2
좀스럽게 꼬물거리는,좀스럽 꼬물거리,-2
좀스럽게 꾸물거리다,좀스럽 꾸물거리,-2
좀스럽게 눈치를,좀스럽 눈치,-2
좀스럽게 말하다,좀스럽 말하,-2
좀스럽게 못된,좀스럽 못되,-1
좀스럽게 부산을,좀스럽 부산,-1
좀스럽게 생긴,좀스럽 생기,-2
좀스럽게 움직이는,좀스럽 움직이,-2
좀스럽게 움직이다,좀스럽 움직이,-2
좀스럽게 자꾸,좀스럽 자꾸,-2
좀스럽게 지껄이는,좀스럽 지껄이,-2
좀스럽게 짓궃은,좀스럽 짓,-2
좀스럽게 짖궂은,좀스럽 짖궂,-2
좀스럽게 충동질을,좀스럽 충동질,-2
좀스럽게 하다,좀스럽 하다,-2
좀스럽게 혼잣말로,좀스럽 혼잣말,-2
좀스럽고,좀스럽,-2
좀스럽고 까다롭다,좀스럽 까다롭,-2
좀스럽고 비굴하게,좀스럽 비굴,-2
좀스럽다,좀스럽,-2
좀이 생긴,좀 생기,-1
좁고 옹졸한,좁 옹졸,-2
좁은 소견으로,좁 소견,-1
종기가,종기,-1
종기가 나는,종기 나,-1
종말,종말,-1
종알거리거나,종알거리,-1
종알종알 군소리를,종알종알 군소리,-1
종이 되다,종이 되,-1
종횡무진,종횡무진,0
좆같다,좆같,-2
좆같이,좆,-2
좆다,좆,-1
좆심,좆심,-1
좇다,좇,0
좋거나,좋,2
좋거나 아름답다고,좋 아름답,2
좋거나 훌륭하다,좋 훌륭,2
좋게,좋,2
좋게 고치기,좋 고치,2
좋게 고치다,좋 고치,2
좋게 꼴로,좋 꼴,2
좋게 나서서,좋 나,2
좋게 나아가다,좋 나아,2
좋게 되다,좋 되,2
좋게 만들다,좋 만들,2
좋게 만들어지다,좋 만들,2
좋게 발전할,좋 발전,2
좋게 생각하여,좋 생각,2
좋게 여기는,좋 여기,2
좋게 여기다,좋 여기,2
좋게 여김,좋 여기,2
좋게 탐스러운,좋 탐,2
좋게 탐스럽다,좋 탐스럽,2
좋게 퍼져서,좋 퍼지,2
좋게 평가하여,좋 평가,2
좋게 하다,좋 하다,2
좋고,좋,2
좋고 굉장하게,좋 굉장,2
좋고 옳은,좋 옳,2
좋다,좋,2
좋다고,좋,2
좋다고 판단하여,좋 판단,2
좋도록 주선하는,좋 주선,2
좋도록 주선하다,좋 주선,2
좋아,좋아,2
좋아 보이거나,좋아 보이,2
좋아서,좋,2
좋아서 탐스러운,좋 탐,2
좋아지내다,좋,2
좋아지다,좋아지,2
좋아하거나,좋아하,2
좋아하거나 즐기다,좋아하 즐기,2
좋아하고,좋아하,2
좋아하는,좋아하,2
좋아하는 것,좋아하 것,2
좋아하는 기운,좋아하 기운,2
좋아하는 대상,좋아하 대상,2
좋아하는 마음,좋아하 마음,2
좋아하는 마음이,좋아하 마음,2
좋아하다,좋아하,2
좋아하여,좋아하,2
좋아하여 애착을,좋아하 애착,2
좋아함,좋아하,2
좋아해,좋아하,2
좋으면,좋,2
좋은,좋,2
좋은 결과나,좋 결과,2
좋은 경치,좋 경치,2
좋은 경치를,좋 경치,2
좋은 곳,좋 곳,2
좋은 곳을,좋 곳,2
좋은 과보,좋 과보,2
좋은 기회나,좋 기회,2
좋은 기회를,좋 기회,2
좋은 길로,좋 길,2
좋은 내용을,좋 내용,2
좋은 냄새와,좋 냄새,2
좋은 느낌,좋 느낌,2
좋은 느낌을,좋 느낌,2
좋은 대책과,좋 대책,2
좋은 대책을,좋 대책,2
좋은 데가,좋 데,2
좋은 말글,좋 말,2
좋은 맛,좋 맛,2
좋은 반응이,좋 반응,2
좋은 복장,좋 복장,2
좋은 사람,좋 사람,2
좋은 산과,좋 산,2
좋은 상태로,좋 상태,2
좋은 생각이,좋 생각,2
좋은 석탄을,좋 석탄,2
좋은 성과를,좋 성과,2
좋은 시절,좋 시절,2
좋은 옷을,좋 옷,2
좋은 운수,좋 운수,2
좋은 운수를,좋 운수,2
좋은 유전,좋 유전,2
좋은 음식,좋 음식,2
좋은 음식을,좋 음식,2
좋은 일,좋 일,2
좋은 일을,좋 일,2
좋은 일이,좋 일,2
좋은 점이나,좋 점,2
좋은 특성,좋 특성,2
좋은 풍채,좋 풍채,2
좋은 풍채를,좋 풍채,2
좋은 향기가,좋 향기,2
좋은 황금을,좋 황금,2
좋은가봉가,좋,1
좋은일하기운동,좋,2
좋을,좋,2
좋을 정도라서,좋 정도,2
좋을 정도로,좋 정도,2
좋음,좋,2
좋음을,좋,2
좋음을 이르는,좋 이르,2
좋지 못하여,좋 못하,-2
좋지 못한,좋 못하,-2
좋지 못한 상황에,좋 못하 상황,-2
좋지 아니하거나,좋 아니하,-2
좋지 아니하게,좋 아니하,-2
좋지 아니하다,좋 아니하,-2
좋지 아니한,좋 아니하,-2
좋지 않거나,좋 않,-2
좋지 않게,좋 않,-2
좋지 않다,좋 않,-2
좋지 않아서,좋 않,-2
좋지 않은,좋 않,-2
좌빨,좌,-1
좌욕,좌욕,-2
좌절,좌절,-2
좌절하다,좌절,-2
좌좀,좌,-1
죄,죄,-2
죄 있는,죄 있,-2
죄가,죄,-2
죄가 될,죄 되,-2
죄가 없음을,죄 없,1
죄가 있는,죄 있,-2
죄과나 잘못에,죄과 잘못,-2
죄를,죄,-2
죄를 고백하고,죄 고백,1
죄를 다시,죄 다시,-1
죄를 도리어,죄 도리어,-2
죄를 저지르다,죄 저지르,-2
죄를 저지름,죄 저지르,-2
죄를 주던,죄 주,-2
죄를 지어,죄 짓,-2
죄를 지은,죄 짓,-2
죄를 짓거나,죄 짓,-2
죄범,죄범,-2
죄송히,죄,-1
죄수,죄수,-2
죄스러울,죄,-2
죄스러울 정도로,죄 정도,-2
죄스럽다,죄,-2
죄악 망상,죄악 망상,-2
죄악감,죄악감,-2
죄악관영,죄악,-2
죄악관영하다,죄악관영하,-2
죄악만을,죄악,-2
죄악만을 남긴,죄악 남기,-2
죄악만을 남긴 악정,죄악 남기 악정,-2
죄악사,죄악사,-2
죄악상,죄악상,-2
죄악스럽다,죄악,-2
죄악스레,죄악,-2
죄악시,죄악시,-2
죄악시되다,죄악시되,-2
죄악시하다,죄악시하,-2
죄악에,죄악,-2
죄악에 차,죄악 차,-2
죄악으로,죄악,-2
죄악으로 가득,죄악 가득,-2
죄악으로 가득 차,죄악 가득 차,-2
죄악으로 보거나,죄악 보,-2
죄악으로 여겨지다,죄악 여기,-2
죄악을,죄악,-2
죄악을 지어,죄악 짓,-2
죄악이,죄악,-2
죄악이 되는,죄악 되,-2
죄악이라고,죄악,-2
죄악이라고 느끼는,죄악 느끼,-2
죄어 오그라들다,죄 오그라들,-1
죄어들거나,죄어들,-1
죄어들다,죄어들,-1
죄어서,죄,-1
죄어서 몰아치다,죄 몰아치,-1
죄어치다,죄,-1
죄업,죄업,-2
죄업 망상,죄업 망상,-2
죄에,죄,-2
죄에 빠지게,죄 빠지,-2
죄의 앙갚음으로,죄 앙갚음,-2
죄의식,죄의식,-2
죄이거나,죄이,-1
죄이거나 타들어,죄이 타들,-1
죄인의,죄인,-2
죄인의 머리를,죄인 머리,-2
죄인이,죄인,-2
죄인임을 반성하고,죄인 반성,1
죄지은,죄짓,-2
죄지은 듯하여,죄짓 듯하,-2
주견이 없이,주견 없이,-1
주눅 들게,주눅 들,-1
주눅이 들다,주눅 들,-1
주로 잘못하다가는,주로 잘못하,-1
주로 잘못하면,주로 잘못하,-1
주름이 쭈글쭈글,주름 쭈글쭈글,-1
주무르기 좋게,주무르 좋,2
주색에 빠져,주색 빠지,-1
주의하게,주의,-1
주의하게 함,주의 함,-1
주의하지 아니하고,주의 아니하,-1
주작,주작,-1
주저앉거나,주저앉,-1
주저앉거나 자빠지는,주저앉 자빠지,-1
주저앉다,주저앉,-1
주저주저하거나,주저,-1
주저주저하는,주저,-1
주저주저하는 모양,주저 모양,-1
주저주저하다,주저주저,-1
주저하는,주저,-1
주저하는 모양,주저 모양,-1
주저하다,주저,-1
주저하며 머뭇거리다,주저 머뭇거리,-1
주제넘게,주제넘,-1
주제넘고,주제넘,-2
주제넘고 건방지다,주제넘 건방지,-2
주제넘다,주제넘,-2
주책없는,주책없,-2
주책없는 짓이나,주책없 짓,-2
주책없다,주책없,-1
주책없이,주책없이,-2
주책없이 능청맞고,주책없이 능청,-1
주책없이 달랑거리며,주책없이 달랑거리,-1
주체스럽게,주체,-2
주춤,주춤,-1
주춤거리다,주춤거리,-1
주춤대다,주춤대,-1
주춤병,주춤병,-1
주춤주춤,주춤주춤,-1
죽게,죽,-1
죽게 된다,죽 되,-1
죽게 될,죽 되,-1
죽게 하다,죽 하다,-1
죽고 싶다,죽 싶,-2
죽기로,죽기,-1
죽기로 결심하고,죽기 결심,-1
죽기를 바라는,죽기 바라,-1
죽기만을,죽기,-1
죽기만을 기다린다는,죽기 기다리,-1
죽는,죽,-1
죽는 일,죽 일,-1
죽는 일이,죽 일,-1
죽는 현상,죽 현상,-1
죽는다는 뜻으로,죽 뜻,-1
죽다,죽,-1
죽어서,죽,-1
죽었을,죽,-1
죽었을 때의,죽 때,-1
죽여서,죽이,-1
죽여서 묻음,죽이 묻,-1
죽은,죽,-1
죽은 모양,죽 모양,-1
죽은 상태이다,죽 상태,-1
죽은 피,죽 피,-1
죽을맛,죽,-1
죽음,죽음,-1
죽음에,죽음,-1
죽음에 이르게,죽음 이르,-1
죽음을,죽음,-1
죽음을 이르는,죽음 이르,-1
죽음의,죽음,-2
죽이는,죽이,-1
죽이는 일,죽이 일,-1
죽이는 짓을,죽이 짓,-2
죽이다,죽이,-1
죽임,죽이,-2
죽임을,죽이,-1
죽임을 당하거나,죽이 당하,-1
죽임을 당하다,죽이 당하,-2
줄 만하다,줄 만하,0
줄어들거나,줄어들,-1
줄어들거나 닳아,줄어들 닳,-1
줏대 없이,줏대 없이,-2
중간에서 어그러뜨리다,중간 어그러뜨리,-1
중간에서 화해하거나,중간 화해,0
중단하다,중단,-1
중대한,중대,1
중대한 태도로,중대 태도,1
중독,중독,-1
중병이,중병,-2
중병이 재발하거나,중병 재발,-2
중상,중상,-2
중생을 구제하기,중생 구제,1
중생을 이롭게,중생 이롭,2
중심을 잃고,중심 잃,-1
중얼거리는,중얼거리,-1
중얼거리는 모양,중얼거리 모양,-1
중요하게,중요,1
중요하게 여겨,중요 여기,2
중요하고,중요,1
중요하다,중요,1
중요한,중요,1
중요한 대목,중요 대목,2
중요한 물건이나,중요 물건,1
중풍,중풍,-2
중풍과,중풍,-1
중풍으로,중풍,-2
중한 병,중한 병,-2
중한 병을,중한 병,-2
중히 여기는,중히 여기,2
즐거운,즐겁,2
즐거운 감정,즐겁 감정,2
즐거운 감정을,즐겁 감정,2
즐거운 느낌이나,즐겁 느낌,2
즐거운 일,즐겁 일,2
즐거운 일을,즐겁 일,2
즐거운 표정으로,즐겁 표정,2
즐거움,즐거움,2
즐거움과,즐거움,2
즐거움과 만족을,즐거움 만족,2
즐거움과 행복을,즐거움 행복,2
즐거움을,즐거움,2
즐거움을 나누다,즐거움 나누,2
즐거움을 주는,즐거움 주,2
즐거움이,즐거움,2
즐거움이 큼을,즐거움 크,2
즐거워,즐거우,2
즐거워하다,즐거워하,2
즐거워하지 아니하다,즐거워하 아니하,-2
즐거워하지 아니함,즐거워하 아니하,-2
즐거워한다는,즐거워하,2
즐거워한다는 뜻으로,즐거워하 뜻,2
즐거워함,즐거워하,2
즐거음을 주는,즐거 주,2
즐겁게,즐겁,2
즐겁게 누리거나,즐겁 누리,2
즐겁게 여기다,즐겁 여기,2
즐겁게 웃는,즐겁 웃,2
즐겁게 지내다,즐겁 지내,2
즐겁게 하거나,즐겁 하,2
즐겁게 하는,즐겁 하,2
즐겁게 하다,즐겁 하다,2
즐겁게 함,즐겁 함,2
즐겁고,즐겁,2
즐겁고 기쁘게,즐겁 기쁘,2
즐겁고 기쁘다,즐겁 기쁘,2
즐겁고 기쁜,즐겁 기쁘,2
즐겁고 상쾌하게,즐겁 상쾌,2
즐겁고 상쾌한,즐겁 상쾌,2
즐겁고 시원하여,즐겁 시원,2
즐겁고 유쾌한,즐겁 유쾌,2
즐겁고 좋은,즐겁 좋,2
즐겁고 평화로움,즐겁 평화,2
즐겁다,즐겁,2
즐겨,즐기,2
즐겨 부를,즐기 부,2
즐기고,즐기,2
즐기기,즐기,2
즐기기 위하여,즐기 위하,2
즐기는,즐기,2
즐기는 마음,즐기 마음,2
즐기는 사람,즐기 사람,2
즐기는 생활,즐기 생활,2
즐기는 성향이,즐기 성향,2
즐기는 자리,즐기 자리,2
즐기다,즐기,2
즐기며,즐기,2
즐기며 놀리거나,즐기 놀리,2
즐김,즐기,2
증상을 치료하는,증상 치료,1
증세가 나빠지도록,증세 나빠지,-2
증오,증오,-2
증오감,증오감,-2
증오심,증오심,-2
증오하다,증오,-2
증오해,증오,-2
지겨워하다,지겨워하,-2
지겹게,지겹,-2
지겹게 여기다,지겹 여기,-2
지겹다,지겹,-2
지겹도록,지겹,-2
지경,지경,-1
지극한 정성으로,지극 정성,2
지극한 효자나,지극 효자,1
지극할 정도로,지극 정도,1
지근대다,지,-1
지긋지긋하고,지긋지긋하,-1
지긋지긋하고 진절머리,지긋지긋하 진,-1
지껄이는,지껄이,-1
지껄이는 말을,지껄이 말,-1
지껄이는 모양,지껄이 모양,-1
지껄이는 소리,지껄이 소리,-1
지껄이다,지껄이,-1
지껄이며,지껄이,-1
지나치거나,지나치,-1
지나치게,지나치,-1
지나치게 더럽고,지나치 더럽,-2
지나치게 똑똑하다,지나치 똑똑,1
지나치게 민감하다,지나치 민감,-1
지나치게 벗어나다,지나치 벗어나,-1
지나치게 손상되어,지나치 손상,-2
지나치게 시기하다,지나치 시기,-2
지나치게 시기함,지나치 시기,-2
지나치게 심하다,지나치 심하,-1
지나치게 탐하는,지나치 탐하,-1
지나치다,지나치,-1
지나친,지나치,-2
지나친 데가,지나치 데,-1
지나친 성생활,지나치 성생활,-2
지능이 부족하여,지능 부족,-1
지다,지,-1
지독하다,지독,-2
지독한,지독,-1
지루,지루,-1
지루하게,지루,-1
지루하고,지루,-1
지루하고 싫다,지루 싫,-1
지루하다,지루,-1
지루하여,지루,-1
지루한,지루,-1
지루한 시합이나,지루 시합,-1
지루해져서,지루,-1
지르는 고함,지르 고함,-1
지못미,지,-1
지방의 불량배가,지방 불량배,-1
지속되지 아니하고,지속 아니하,-1
지식과 경험을,지식 경험,1
지식이 많고,지식 많,1
지옥,지옥,-2
지위가 낮아지거나,지위 낮,-1
지위가 낮은,지위 낮,-1
지위가 높고,지위 높,1
지위를 얻지 못하다,지위 얻 못하,-2
지위를 얻지 못함,지위 얻 못하,-2
지위를 잃다,지위 잃,-2
지저분하게,지저분,-2
지저분하게 널려,지저분 널리,-2
지저분하게 늘어져,지저분 늘어지,-2
지저분하고,지저분,-2
지저분하고 더럽다,지저분 더럽,-2
지저분하다,지저분,-2
지저분한,지저분,-2
지저분한 모양,지저분 모양,-2
지저분함이 없이,지저분 없이,1
지적이고,지적,1
지적이다,지적,2
지적인,지적,2
지지,지지,-1
지지 아니하고,지지 아니하,1
지쳐,지치,-1
지쳐 있음을,지치 있음,-1
지쳐 피곤하다,지치 피곤,-1
지쳐 피곤함,지치 피곤,-1
지쳐 힘들다,지치 힘들,-1
지쳐서,지치,-1
지치거나,지치,-1
지치고,지치,-1
지친,지치,-1
지켜야 할 도리,지키 하 도리,1
지켜지지 않고,지키 않,-1
지키지 못하고,지키 못하,-1
지키지 못하여,지키 못하,-1
지키지 않고,지키 않,-1
지키지 않은,지키 않,-1
지혜,지혜,2
지혜가,지혜,2
지혜가 계발되고,지혜 계발,1
지혜가 뛰어나다,지혜 뛰어나,2
지혜가 뛰어남,지혜 뛰,2
지혜가 많은,지혜 많,2
지혜가 밝다,지혜 밝,2
지혜로,지혜,2
지혜로부터,지혜,2
지혜로써,지혜,2
지혜로우며,지혜,1
지혜로우며 점잖은,지혜 점잖,1
지혜로운,지혜,1
지혜롭고,지혜,2
지혜롭고 밝은,지혜 밝,2
지혜롭다,지혜,2
지혜를,지혜,2
지혜를 성취함,지혜 성취,2
지혜를 아울러,지혜 아울러,2
지혜를 얻어,지혜 얻,2
지혜와,지혜,2
지혜의,지혜,2
지혜의 힘,지혜 힘,2
지혜이다,지혜,2
진국이다,진국,2
진귀하고,진귀,2
진귀하고 맛있는,진귀 맛있,2
진득하기 못하게,진득 못하,-1
진득하지 못하게,진득 못하,-1
진득하지 못하다,진득 못하,-1
진리,진리,1
진리를,진리,1
진리를 깨닫고자,진리 깨닫,1
진리를 깨닫는,진리 깨닫,1
진리를 깨달아,진리 깨닫,2
진리를 깨달은,진리 깨닫,1
진리를 밝힘,진리 밝히,1
진리를 증득,진리 증,1
진리와,진리,1
진리와 아름다움,진리 아름다움,2
진물,진물,-1
진물 따위가,진물 따위,-1
진물이,진물,-1
진물이 괴어,진물 괴,-1
진물이 나오면서,진물 나오,-1
진물이 나와,진물 나오,-1
진물이 많이 나오면서,진물 많이 나오,-1
진실,진실,1
진실된,진실,1
진실을,진실,1
진실하고,진실,1
진실하고 올바른,진실 올바르,1
진실하여,진실,1
진실한,진실,1
진실한 가르침,진실 가르침,1
진실한 도리,진실 도리,1
진실한 마음으로,진실 마음,1
진실한 의의,진실 의의,1
진저리,진저리,-2
진저리가,진저리,-2
진저리가 나도록,진저리 나,-2
진저리가 날,진저리 날,-2
진절머리,진,-2
진절머리 나는,진 나,-2
진정되어,진정,1
진정하다,진정하,1
진중하지 못한,진중 못하,-1
진지충,진지,-1
진집을,진집,-1
진집을 내는,진집 내,-1
진집을 내다,진집 내달,-1
진취적,진취적,1
진취적이다,진취적,2
진취적인,진취적,1
진행되는 병,진행 병,-1
질겁,질겁,-1
질겁하다,질겁,-1
질기다,질기,0
질리다,질리,-1
질림,질리,-1
질병,질병,-2
질병을,질병,-1
